date_created,message
2019-11-02 10:27:34,"RT @Alex_Verbeek: 🐎

Horses are right to be scared of fire. 
And that is precisely why this brave mare knew she had to run back into the bl…"
2019-11-02 10:26:45,RT @BerkeleyLab: Air quality in the #BayArea is decreasing due to the drifting smoke from #wildfires. There are several things you can do t…
2019-11-02 10:26:38,RT @LBNLstatus: The State of #California is providing resources to help Californians impacted by the unique challenges brought on by #wildf…
2019-11-02 10:25:03,Massive #wildfires hit southern Brazil’s Pantanal wetlands | Local authorities warn blazes are ‘bigger than anythin… https://t.co/DjDqi07Jrw
2019-11-02 10:23:51,RT @gbraud: For #crisiscomms tips on how to protect your reputation &amp; revenue read this Case Study on #California #Wildfires &amp; #PG&amp;E: https…
2019-11-02 10:23:33,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 10:18:53,"RT @RedCross: The California #wildfires have forced blood drive cancellations on the west coast, resulting in a loss of over 450 units of u…"
2019-11-02 10:15:17,"RT @sthlmresilience: ""Our whole way of life is built on a series of myths — the myth of endless space, endless fuel, endless water, endless…"
2019-11-02 10:11:15,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 10:10:12,"RT @sthlmresilience: ""Our whole way of life is built on a series of myths — the myth of endless space, endless fuel, endless water, endless…"
2019-11-02 10:09:58,"RT @pilotgreen51: Tanker 167 comes in for a direct attack on the #MariaFire 
#breakingnews #wildfires #news #socalfires #aviationphotograph…"
2019-11-02 10:08:21,RT @ONEHOPEWINE: We are completely heartbroken by the #wildfires erupting throughout California. Thinking about our neighbors west of us in…
2019-11-02 10:03:00,For #crisiscomms tips on how to protect your reputation &amp; revenue read this Case Study on #California #Wildfires &amp;… https://t.co/5xlJlBOUQY
2019-11-02 10:02:14,"RT @KPbewelldoc: ☀️“The #ClimateChange crisis is this generation’s great problem to solve.”

Spread this moving account of how #wildfires a…"
2019-11-02 10:00:14,"""Our whole way of life is built on a series of myths — the myth of endless space, endless fuel, endless water, endl… https://t.co/8e0oZb2uIj"
2019-11-02 10:00:00,"Fires can generate large amounts of smoke pollution, release greenhouse gases and unintentionally degrade ecosystem… https://t.co/TSjSRj73sQ"
2019-11-02 09:59:33,"#Wildfires #homesburn #toxicfumes
Wildfires pose new threats as homes burn, releasing toxic fumes los angels"
2019-11-02 09:56:43,"RT @annamaria_84: #Wildfires ￼ still active in South #Sumatra, #Indonesia￼￼.
Image acquired today 1 November by  @CopernicusEU #Sentinel2…"
2019-11-02 09:53:24,"#SACRAMENTO

California's governor on Friday threatened a possible takeover of the troubled utility #PGE.

Blamed f… https://t.co/BFbeuWr4Sc"
2019-11-02 09:52:10,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 09:49:20,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 09:48:31,"Retweet @ CopernicusLand: RT annamaria_84: #Wildfires ￼ still active in South #Sumatra, #Indonesia￼￼.
Image acquire… https://t.co/JAoYAqCo4E"
2019-11-02 09:45:33,RT @easygeography: Powerful interactive map of the California Wildfires giving details of the both the size and length of time they have be…
2019-11-02 09:44:40,"RT @annamaria_84: #Wildfires ￼ still active in South #Sumatra, #Indonesia￼￼.
Image acquired today 1 November by  @CopernicusEU #Sentinel2…"
2019-11-02 09:42:52,"RT @breaknlinks: Crews battle last stubborn Southern California wildfire
#CaliforniaFires 
#californiapoweroutage 
#Californiafire 
#califo…"
2019-11-02 09:28:03,"Crews battle last stubborn Southern California wildfire
#CaliforniaFires 
#californiapoweroutage 
#Californiafire… https://t.co/mnZF9mupVK"
2019-11-02 09:27:47,"“may the starlight of the night sky shine brilliantly, as if reflecting the light of your face...”

thankful that s… https://t.co/pj4hLlijwG"
2019-11-02 09:27:33,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 09:11:58,"RT @NOAASatellites: On this #FullDiskFriday, #GOESWest can see #smoke from the #wildfires in #California (red circle), as well as #snow alo…"
2019-11-02 09:11:50,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 09:03:54,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 09:03:37,"RT @NRDems: Catastrophic #wildfires are destroying lives &amp; homes in California.

#ClimateChange is intensifying our natural disasters. We m…"
2019-11-02 09:01:53,"Southern California wildfires grew to more than 8,700 acres in Ventura County Read More https://t.co/VzhqT3lK4Q… https://t.co/Wub8H6YUVB"
2019-11-02 08:59:13,"An interesting morning read
 “Believe it or not, this is the most neglected phenomenon on the planet,”… https://t.co/3mt3Ifkxm7"
2019-11-02 08:58:57,"RT @RedCross: The California #wildfires have forced blood drive cancellations on the west coast, resulting in a loss of over 450 units of u…"
2019-11-02 08:55:26,"RT @Robyn2Rebel: CALIFORNIA IS ON FIRE! THIS IS A NATIONAL TRAGEDY. 
HAS TRUMP SAID ANYTHING AT ALL ABOUT IT?? 
I am hoping for a miracle &amp;…"
2019-11-02 08:55:13,"RT @EthosLifestyle: Climate Change(d)

Has the #climatecrisis made #California too dangerous to live in?

As with so many things, Californi…"
2019-11-02 08:54:27,RT @Keeling_curve: .@Scripps_Ocean climate scientist Richard Somerville takes a cue from Jewish leader Hillel on how to think about #wildfi…
2019-11-02 08:50:12,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 08:49:43,"Blue Dog #NewsDigest from @7NewsSydney 
'The NSW government has pledged $1M to help wildlife affected by bushfires.… https://t.co/2xkUsnXadX"
2019-11-02 08:49:31,"RT @TSIIncorporated: If you are exposed to wildfire smoke, the right kind of respirator mask may help reduced your exposure. https://t.co/g…"
2019-11-02 08:48:01,"RT @Robyn2Rebel: CALIFORNIA IS ON FIRE! THIS IS A NATIONAL TRAGEDY. 
HAS TRUMP SAID ANYTHING AT ALL ABOUT IT?? 
I am hoping for a miracle &amp;…"
2019-11-02 08:19:51,"RT @annamaria_84: #Wildfires ￼ still active in South #Sumatra, #Indonesia￼￼.
Image acquired today 1 November by  @CopernicusEU #Sentinel2…"
2019-11-02 08:18:03,"10,000 Structures Threatened by Fast-Moving Getty Fire near LA
HeatMap Column 4&gt; https://t.co/fBHAInI06I… https://t.co/TdiIQNoRaF"
2019-11-02 08:13:15,RT @AOECOIN: Wind Turbines are sparking more #wildfires in #California &amp; #PGE is getting the blame. Its also being blamed on #Climatechange…
2019-11-02 08:05:21,RT @WorldAnimalNews: Deadly #wildfires continue to rage throughout #California. This beautiful moment was captured during the #EasyFire whe…
2019-11-02 08:03:17,"RT @LoveLindaWang: 🔴🇺🇸Pt3 @realDonaldTrump sir There are currently 12 #wildfires burning in #California 
#SuspiciousCriminalAct #Arson in #…"
2019-11-02 07:57:25,RT @CCLSVN: #SaturdayMorning Reading #PSPS + #Wildfires: Our infrastructure isn't ready for the era of #ClimateEmergency: Southern Californ…
2019-11-02 07:55:39,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 07:45:53,RT @lopatonok: With six new #wildfires raging just in one day I want to ask what a #state government thinking?! This is a time to step in a…
2019-11-02 07:43:51,RT @CCLSVN: #SaturdayMorning Reading #PSPS + #Wildfires: Our infrastructure isn't ready for the era of #ClimateEmergency: Southern Californ…
2019-11-02 07:42:43,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 07:37:30,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 07:33:15,RT @evankirstel: A driver on the 405 in Southern California captured terrifying footage of the aggressive #GettyFire. #CaliforniaFires  #wi…
2019-11-02 07:32:11,RT @hlwegley: How low can people go? Reports emerging of people posing as #firefighters and security guards in areas ravaged by #wildfires…
2019-11-02 07:11:14,RT @CCLSVN: #SaturdayMorning Reading #PSPS + #Wildfires: Our infrastructure isn't ready for the era of #ClimateEmergency: Southern Californ…
2019-11-02 07:09:56,"RT @i_ameztoy: 🔴Lots of concurrent all-in-one events in this amazing #Himawari8 video captured between 20 &amp; 21 October 2019.

↖️ #Wildfires…"
2019-11-02 07:03:36,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 07:01:07,RT LBFD RT SpecNews1SoCal: Long Beach may not readily come to mind when it comes to communities potentially impacte… https://t.co/Wwgs9z0hVZ
2019-11-02 06:56:50,RT @CCLSVN: #SaturdayMorning Reading #PSPS + #Wildfires: Our infrastructure isn't ready for the era of #ClimateEmergency: Southern Californ…
2019-11-02 06:52:42,"RT @Robyn2Rebel: CALIFORNIA IS ON FIRE! THIS IS A NATIONAL TRAGEDY. 
HAS TRUMP SAID ANYTHING AT ALL ABOUT IT?? 
I am hoping for a miracle &amp;…"
2019-11-02 06:49:49,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 06:46:22,RT @CCLSVN: #SaturdayMorning Reading #PSPS + #Wildfires: Our infrastructure isn't ready for the era of #ClimateEmergency: Southern Californ…
2019-11-02 06:41:24,"RT @Robyn2Rebel: CALIFORNIA IS ON FIRE! THIS IS A NATIONAL TRAGEDY. 
HAS TRUMP SAID ANYTHING AT ALL ABOUT IT?? 
I am hoping for a miracle &amp;…"
2019-11-02 06:38:40,RT @distressline: Emotional support is available 24/7 for those affected by the #wildfires in #California. Call @distressline at 1-800-985-…
2019-11-02 06:34:51,"RT @Robyn2Rebel: CALIFORNIA IS ON FIRE! THIS IS A NATIONAL TRAGEDY. 
HAS TRUMP SAID ANYTHING AT ALL ABOUT IT?? 
I am hoping for a miracle &amp;…"
2019-11-02 06:33:28,"RT @Robyn2Rebel: CALIFORNIA IS ON FIRE! THIS IS A NATIONAL TRAGEDY. 
HAS TRUMP SAID ANYTHING AT ALL ABOUT IT?? 
I am hoping for a miracle &amp;…"
2019-11-02 06:30:37,RT @CCLSVN: #SaturdayMorning Reading #PSPS + #Wildfires: Our infrastructure isn't ready for the era of #ClimateEmergency: Southern Californ…
2019-11-02 06:30:35,"#Kincade | #WildFires are back again, even stronger this season, with 200k citizens evacuated from 7k homes under… https://t.co/1ZtYth0itg"
2019-11-02 06:28:00,RT @TNavracsicsEU: Our latest report on forest fires shows: more countries than ever were hit by #wildfires in 2018. Proud of @EU_ScienceHu…
2019-11-02 06:26:41,#SaturdayMorning Reading #PSPS + #Wildfires: Our infrastructure isn't ready for the era of #ClimateEmergency: South… https://t.co/StzaR5ckgZ
2019-11-02 06:15:23,RT @la_loureen: This #poem is dedicated to our brave #FirstResponders serving #California with #Love -To the victims &amp; survivors of these #…
2019-11-02 06:10:39,RT @EcoWatch: It is feared that an out-of-control #brushfire has taken the life of more than 350 #koalas in a koala habitat 200 miles north…
2019-11-02 06:05:22,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 06:00:53,CA #Insurance Exodus: #Homeowner Coverage #Evaporating in the Wake of the California #Wildfires -  https://t.co/CauNeYZduG via @activistpost
2019-11-02 05:57:15,"RT @pdeppisch: #Canada: A group of young people filed a complaint against the state for supporting fossil fuels.
#ClimateJustice #Recovery…"
2019-11-02 05:53:07,"RT @LoveLindaWang: 🔴🇺🇸Pt3 @realDonaldTrump sir There are currently 12 #wildfires burning in #California 
#SuspiciousCriminalAct #Arson in #…"
2019-11-02 05:50:52,"RT @TheFuturist007: Check out this heavy-duty drone fight a raging building fire with ease! 🚒🔥

#drone #avaition #avgeek #CaliforniaFires #…"
2019-11-02 05:47:58,The 5th Australian / NZ Disaster &amp; Emergency Management Conference + Abstracts + Fire Risk Management + Eucalypyus… https://t.co/vp5Cqo88MY
2019-11-02 05:45:56,Massive #wildfires hit southern #Brazil's Pantanal wetlands @AJENews  https://t.co/OWz4v58mZV
2019-11-02 05:43:45,"RT @Robyn2Rebel: CALIFORNIA IS ON FIRE! THIS IS A NATIONAL TRAGEDY. 
HAS TRUMP SAID ANYTHING AT ALL ABOUT IT?? 
I am hoping for a miracle &amp;…"
2019-11-02 05:38:14,When #children’s lives are upended by being #evacuated from their own rooms &amp; safe homes because of #wildfires you… https://t.co/7Ao5krxPiF
2019-11-02 05:36:21,RT @la_loureen: This #poem is dedicated to our brave #FirstResponders serving #California with #Love -To the victims &amp; survivors of these #…
2019-11-02 05:35:19,RT @UCSFHospitals: Researchers are only just starting to learn how repeated #wildfires impact a community's health. “Whether repeated expos…
2019-11-02 05:31:16,"#BBCNews | #WildFires are back again, even stronger this season, with 200k citizens evacuated from 7k homes under… https://t.co/a60y2VcSt4"
2019-11-02 05:29:50,"#Pacific | #WildFires are back again, even stronger this season, with 200k citizens evacuated from 7k homes under… https://t.co/PBsNAGQZCb"
2019-11-02 05:29:43,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 05:28:46,"RT @NOAASatellites: On this #FullDiskFriday, #GOESWest can see #smoke from the #wildfires in #California (red circle), as well as #snow alo…"
2019-11-02 05:28:20,RT @UCSFHospitals: Researchers are only just starting to learn how repeated #wildfires impact a community's health. “Whether repeated expos…
2019-11-02 05:27:52,"#Atlantic | #WildFires are back again, even stronger this season, with 200k citizens evacuated from 7k homes under… https://t.co/oX1m1r7dhg"
2019-11-02 05:27:14,RT @otepofficial: A father raced back into the raging #wildfires to retrieve his family 💙 #loveislove #adadisadad #loveallanimals #horses #…
2019-11-02 05:26:54,A father raced back into the raging #wildfires to retrieve his family 💙 #loveislove #adadisadad #loveallanimals… https://t.co/uOYMm2Nip7
2019-11-02 05:26:33,"RT @RedCross: The California #wildfires have forced blood drive cancellations on the west coast, resulting in a loss of over 450 units of u…"
2019-11-02 05:26:03,"#Kincade | #WildFires are back again, even stronger this season, with citizens evacuated under #statemandate.  The… https://t.co/iA78jl6iGC"
2019-11-02 05:24:43,"#PGE | #WildFires are back again, even stronger this season, with citizens evacuated under #statemandate.  The… https://t.co/HtiezOVjlR"
2019-11-02 05:23:29,"#PGE | #WildFires are back again, even stronger this season, with citizens evacuated under #statemandate.  The… https://t.co/vIT3QRKLpL"
2019-11-02 05:22:34,"RT @CCFirenIncident: Don't let the season fool you. #Wildfires are still active throughout the region. #Help #Firefighters help you.
#BeRea…"
2019-11-02 05:21:56,"#Atlantic | #WildFires are back again, even stronger this season, with citizens evacuated under #statemandate.  The… https://t.co/EgqchubqIL"
2019-11-02 05:20:14,RT @laurasweetjane: “Everything has changed; everything must change to respond to it”: Ordinary life has vanished in fire-ravaged Californi…
2019-11-02 05:15:06,"RT @pilotgreen51: Tanker 167 comes in for a direct attack on the #MariaFire 
#breakingnews #wildfires #news #socalfires #aviationphotograph…"
2019-11-02 05:13:21,These Fires In LA Are Too Much! Sending Good Vibes To Everyone Affected! This Is Over The Hollywood Hills! 😲 @ 5:55… https://t.co/B7JYpJ1Q4J
2019-11-02 05:12:15,“Everything has changed; everything must change to respond to it”: Ordinary life has vanished in fire-ravaged Calif… https://t.co/J3rV37orps
2019-11-02 05:09:10,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 05:08:51,RT @hlwegley: How low can people go? Reports emerging of people posing as #firefighters and security guards in areas ravaged by #wildfires…
2019-11-02 05:04:59,RT @FAANews: #Drone pilots in #California: do not operate your drone near or around #wildfires. You could face severe fines and potential c…
2019-11-02 05:02:15,Prepare #wildfires #phoschek  https://t.co/9SFBtaC8uP
2019-11-02 05:01:50,RT @Colleen_Paige: STOP with the drones! You’re impeding fire efforts! AND IT’S ILLEGAL AF! People &amp; Animals have lost their lives!!! Stop…
2019-11-02 05:00:51,"RT @W4W_Global: #Barranqueiro #Brasil:  #EndangeredSpecies. 
#MaranhãoRiver region - #CameraTrapHD. 

Already under pressure from 🔥#Wildfir…"
2019-11-02 04:59:10,RT @UCSFHospitals: Researchers are only just starting to learn how repeated #wildfires impact a community's health. “Whether repeated expos…
2019-11-02 04:56:53,"California biologists are using #wildfires to assess #health risks of smoke

https://t.co/G6pDlHljNy"
2019-11-02 04:51:08,"RT @Robyn2Rebel: CALIFORNIA IS ON FIRE! THIS IS A NATIONAL TRAGEDY. 
HAS TRUMP SAID ANYTHING AT ALL ABOUT IT?? 
I am hoping for a miracle &amp;…"
2019-11-02 04:50:19,"RT @Robyn2Rebel: CALIFORNIA IS ON FIRE! THIS IS A NATIONAL TRAGEDY. 
HAS TRUMP SAID ANYTHING AT ALL ABOUT IT?? 
I am hoping for a miracle &amp;…"
2019-11-02 04:48:57,RT @Colleen_Paige: STOP with the drones! You’re impeding fire efforts! AND IT’S ILLEGAL AF! People &amp; Animals have lost their lives!!! Stop…
2019-11-02 04:47:29,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 04:45:35,RT @FIA_Alerts: Here’s the latest map on the California #wildfires… https://t.co/C5zFBmt2ti
2019-11-02 04:42:13,"RT @RedCross: The California #wildfires have forced blood drive cancellations on the west coast, resulting in a loss of over 450 units of u…"
2019-11-02 04:41:53,#HomeOwnersInsurance...has become hard to find and very  expensive in many parts of #California labeled as… https://t.co/9w96Q54VHo
2019-11-02 04:38:46,"RT @KimGuim: A lot has happened since Monday when we're talking about #wildfires in Southern California, this from @Jonahmv helps you see t…"
2019-11-02 04:34:50,"RT @CSAC_Counties: Updates on #wildfires burning in both Northern &amp; Southern #California: https://t.co/bOoFzfxsvG @CBSNews
 #MariaFire #Kin…"
2019-11-02 04:32:38,RT @Colleen_Paige: STOP with the drones! You’re impeding fire efforts! AND IT’S ILLEGAL AF! People &amp; Animals have lost their lives!!! Stop…
2019-11-02 04:31:04,RT @distressline: Emotional support is available 24/7 for those affected by the #wildfires in #California. Call @distressline at 1-800-985-…
2019-11-02 04:30:05,"@WreckinRod Looks true-to-life to me! 😒 

#BladeRunner LA just needs to be depicted with #wildfires and a higher ho… https://t.co/no8csSPhuw"
2019-11-02 04:29:37,"RT @manurkl2008: Men will be #Men.
Horse guiding his family out of fire in Simi Valley, California, USA.

#FamilyComesFirst #wildfires #Sim…"
2019-11-02 04:26:17,How a spark becomes a disastrous wildfire in a matter of minutes #wildfires #californiawildfires… https://t.co/2lTwNrHCMK
2019-11-02 04:23:00,RT @TheRealJohnHCox: CA wildfires &amp; sustainable forest management - watch me on the @EveningEdit on @FoxBusiness today at 3:30pm PT. #EasyF…
2019-11-02 04:21:42,"RT @manurkl2008: Men will be #Men.
Horse guiding his family out of fire in Simi Valley, California, USA.

#FamilyComesFirst #wildfires #Sim…"
2019-11-02 04:19:15,"RT @NOAASatellites: On this #FullDiskFriday, #GOESWest can see #smoke from the #wildfires in #California (red circle), as well as #snow alo…"
2019-11-02 04:14:41,"Men will be #Men.
Horse guiding his family out of fire in Simi Valley, California, USA.

#FamilyComesFirst… https://t.co/ISErykhD1j"
2019-11-02 04:11:07,"RT @Robyn2Rebel: CALIFORNIA IS ON FIRE! THIS IS A NATIONAL TRAGEDY. 
HAS TRUMP SAID ANYTHING AT ALL ABOUT IT?? 
I am hoping for a miracle &amp;…"
2019-11-02 04:04:21,"RT @joehuang37: Severity of damage may be less, but frequency of this year's #wildfires has been 😫😳😱. Thank you @LACOFD @LAFD you guys are…"
2019-11-02 04:02:33,In #California we are facing “a #refugeecrisis but not the kind from war” - watch below words that will shake your… https://t.co/jvr7vYIXwX
2019-11-02 04:02:11,"@Agent350 @Fridays4future @GretaThunberg There are no #wildfires, just oilmade"
2019-11-02 03:58:02,"10,000 Structures Threatened by Fast-Moving Getty Fire near LA
HeatMap Column 4&gt; https://t.co/fBHAInI06I… https://t.co/2UmNembl62"
2019-11-02 03:54:48,"RT @indiatvnews: Photos: New Southern California wildfire engulfs 9000 acres of land #CaliforniaFires #wildfires 
https://t.co/V8tVa2AoEd"
2019-11-02 03:51:10,"RT @griz1: Multiple #wildfires blaze in California, driven by #SantaAna winds in the Southland. @Calfire @CALFIRE_PIO @LACoFDPIO
#HillsideF…"
2019-11-02 03:50:29,"RT @pdjmoo: 🆘 While #WildFires Rage In western USA Tornados Tear apart tri-states In East.
#ClimateCrisis

Severe Storms Trigger Tri-State…"
2019-11-02 03:49:19,"RT @MrJonBurk: This is all I need today....

#nature #californiawildfires #California #wildfires #SaturdayMorning https://t.co/a9VDCacVwG"
2019-11-02 03:47:46,"Severity of damage may be less, but frequency of this year's #wildfires has been 😫😳😱. Thank you @LACOFD @LAFD you g… https://t.co/VQDhKsnUT1"
2019-11-02 03:46:03,"RT @TheFuturist007: Check out this heavy-duty drone fight a raging building fire with ease! 🚒🔥

#drone #avaition #avgeek #CaliforniaFires #…"
2019-11-02 03:45:12,"RT @NOAASatellites: On this #FullDiskFriday, #GOESWest can see #smoke from the #wildfires in #California (red circle), as well as #snow alo…"
2019-11-02 03:41:55,"Heartbreaking 

#wildfires #californiawildfires #CaliforniaFire #CaliforniaWildfire #California #California… https://t.co/iWvIMbQyYQ"
2019-11-02 03:40:41,RT @CathClimateMvmt: #Wildfires threaten homes and families across #California. We pray for those who are suffering and we pray for policie…
2019-11-02 03:37:29,#thoughtsandprayers to the #California #communities and #firefighters affected by the #wildfires.  #StaySafe https://t.co/8tgq0OUFYP
2019-11-02 03:35:49,RT @ConversationUS: Climate change and industrial-age human activity are creating the 'pyrocene' (via @ASU) #wildfires #CaliforniaFires htt…
2019-11-02 03:34:21,Climate change and industrial-age human activity are creating the 'pyrocene' (via @ASU) #wildfires #CaliforniaFires https://t.co/aTIERAsUbR
2019-11-02 03:34:11,"#CA #Wildfires #AirFireSupport
@engineco16 @VCscanner @ai6yrham @CAL_FIRE @VCFD 
@KEYTNC3  HUGE KUDOS to support st… https://t.co/HHHXOXhvAy"
2019-11-02 03:24:20,"RT @pilotgreen51: Tanker 167 comes in for a direct attack on the #MariaFire 
#breakingnews #wildfires #news #socalfires #aviationphotograph…"
2019-11-02 03:23:24,RT @AtiNFarmani: #Gratitude! I am beyond #grateful to have the privilege of staying in our house without having to worry about evacuating o…
2019-11-02 03:20:09,"RT @NOAASatellites: On this #FullDiskFriday, #GOESWest can see #smoke from the #wildfires in #California (red circle), as well as #snow alo…"
2019-11-02 03:19:10,This is my daughter! #climate #Asthma #AirQuality #wildfires https://t.co/JjGlA9ZTT6
2019-11-02 03:16:01,"RT @RedCross: The California #wildfires have forced blood drive cancellations on the west coast, resulting in a loss of over 450 units of u…"
2019-11-02 03:15:37,"RT @pilotgreen51: Tanker 167 comes in for a direct attack on the #MariaFire 
#breakingnews #wildfires #news #socalfires #aviationphotograph…"
2019-11-02 03:13:18,"RT @KimGuim: A lot has happened since Monday when we're talking about #wildfires in Southern California, this from @Jonahmv helps you see t…"
2019-11-02 03:11:18,"🆘 While #WildFires Rage In western USA Tornados Tear apart tri-states In East.
#ClimateCrisis

Severe Storms Trigge… https://t.co/novCeD2SmP"
2019-11-02 03:10:59,RT @la_loureen: This #poem is dedicated to our brave #FirstResponders serving #California with #Love -To the victims &amp; survivors of these #…
2019-11-02 03:09:56,"RT @PRAISETRIUNEGOD: i think the ""KEEP YOUR DRONES DOWN"" around #MariaFire (and ALL #WildFires ) message has sufficiently circulated . If t…"
2019-11-02 03:08:04,'Ecological breakdown': @GretaThunberg and youth activists rally as #wildfires burn #environment #ClimateStrike… https://t.co/PFtE6OruPq
2019-11-02 03:07:02,"#NPR | #WildFires are back again, even stronger this season, with citizens evacuated under #statemandate.  The… https://t.co/5y9KOZ1f3t"
2019-11-02 03:04:42,RT @distressline: Emotional support is available 24/7 for those affected by the #wildfires in #California. Call @distressline at 1-800-985-…
2019-11-02 03:01:48,RT @FAANews: #Drone pilots in #California: do not operate your drone near or around #wildfires. You could face severe fines and potential c…
2019-11-02 03:01:39,RT @FAANews: #Drone pilots in #California: do not operate your drone near or around #wildfires. You could face severe fines and potential c…
2019-11-02 03:01:32,RT @FAANews: #Drone pilots in #California: do not operate your drone near or around #wildfires. You could face severe fines and potential c…
2019-11-02 03:01:24,RT @FAANews: #Drone pilots in #California: do not operate your drone near or around #wildfires. You could face severe fines and potential c…
2019-11-02 03:00:39,California #artist Danielle Nelisse paints #abstract landscape #paintings of #daniellenelisse #wildfires | thank yo… https://t.co/b84aRvYPKQ
2019-11-02 02:59:01,"Los Angeles Fire Dept calls it the ""6 P's"" of evacuation ... Know what they are? 

More info:… https://t.co/HIdDNtIgpu"
2019-11-02 02:58:58,RT @UCSFHospitals: Researchers are only just starting to learn how repeated #wildfires impact a community's health. “Whether repeated expos…
2019-11-02 02:58:03,"RT @HHSRegion9: The impacts of #wildfires go beyond the edge of the flames. Here are tips for dealing with poor #AirQuality:

1) Track @AIR…"
2019-11-02 02:53:49,"RT @MrJonBurk: This is all I need today....

#nature #californiawildfires #California #wildfires #SaturdayMorning https://t.co/a9VDCacVwG"
2019-11-02 02:53:04,"RT @pilotgreen51: Tanker 167 comes in for a direct attack on the #MariaFire 
#breakingnews #wildfires #news #socalfires #aviationphotograph…"
2019-11-02 02:49:28,"RT @Robyn2Rebel: CALIFORNIA IS ON FIRE! THIS IS A NATIONAL TRAGEDY. 
HAS TRUMP SAID ANYTHING AT ALL ABOUT IT?? 
I am hoping for a miracle &amp;…"
2019-11-02 02:49:04,"RT @Lyngvie1: #GretaThunberg joins L.A. #ClimateStrike, says #wildfires ‘will continue to get worse’ 
#ClimateStrikeLA

https://t.co/ktJPLJ…"
2019-11-02 02:48:51,"RT @alanbail: #RedFlag warning extended through Saturday+ for #LosAngeles, #Ventura counties. Stay alert, avoid activities that could lead…"
2019-11-02 02:48:17,"RT @KimGuim: A lot has happened since Monday when we're talking about #wildfires in Southern California, this from @Jonahmv helps you see t…"
2019-11-02 02:45:31,"RT @MrJonBurk: This is all I need today....

#nature #californiawildfires #California #wildfires #SaturdayMorning https://t.co/a9VDCacVwG"
2019-11-02 02:43:49,#Atlantic | The toxic bubble of #infrastructure #technicaldebt is threatening #America | After a century of under… https://t.co/PO0cljxuPQ
2019-11-02 02:42:54,@sethanikeem Didn't know you lived in California?! #PG&amp;EPowerOutages #WindStorms #Wildfires
2019-11-02 02:41:44,'Ecological breakdown': @GretaThunberg and youth activists rally as #wildfires burn https://t.co/2W1NWCRx1T
2019-11-02 02:41:15,"From #snowstorms to #wildfires, emergency preparedness is key to survival and recovery during a disaster. https://t.co/huFIo71kHn"
2019-11-02 02:40:42,"RT @griz1: Multiple #wildfires blaze in California, driven by #SantaAna winds in the Southland. @Calfire @CALFIRE_PIO @LACoFDPIO
#HillsideF…"
2019-11-02 02:39:50,"#GretaThunberg joins L.A. #ClimateStrike, says #wildfires ‘will continue to get worse’ 
#ClimateStrikeLA

https://t.co/ktJPLJWx04"
2019-11-02 02:37:52,"RT @Rocktober16: I Once believed our 
#California 
Problems with
 #Homeless 
#wildfires
 #Illegal INVASION
#BadEconomy 

Etc etc were just…"
2019-11-02 02:35:48,#Florida may be the next state stricken by rampant #wildfires. #HurricaneMichael destroyed hundreds of thousands of… https://t.co/XGXQMQkXG6
2019-11-02 02:33:17,"Tanker 167 comes in for a direct attack on the #MariaFire 
#breakingnews #wildfires #news #socalfires… https://t.co/MAG7dSfkQ6"
2019-11-02 02:32:25,"RT @KimGuim: A lot has happened since Monday when we're talking about #wildfires in Southern California, this from @Jonahmv helps you see t…"
2019-11-02 02:32:11,"RT @NOAASatellites: On this #FullDiskFriday, #GOESWest can see #smoke from the #wildfires in #California (red circle), as well as #snow alo…"
2019-11-02 02:31:14,"RT @NOAASatellites: On this #FullDiskFriday, #GOESWest can see #smoke from the #wildfires in #California (red circle), as well as #snow alo…"
